,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price,order_date,ship_date, different Month,Year,Day,Hours,Minutes,vlookup,hlookup
540,ASUS,M6500QC-HN542WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹71,000",05-05-2018,11-11-2017,17,0,175,4200,252000,,Windows 11 Home
541,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",06-05-2018,13-11-2016,17,1,539,12936,776160,,Windows 11 Home
542,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",07-05-2018,11-11-2017,17,0,177,4248,254880,,Windows 11 Home
543,DELL,Gaming 5530,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹89,649",08-05-2018,13-11-2016,17,1,541,12984,779040,,Windows 11 Home
544,Acer,Aspire 7,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹47,750",09-05-2018,11-11-2017,17,0,179,4296,257760,,Windows 11 Home
545,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",10-05-2018,13-11-2016,17,1,543,13032,781920,,Windows 10 Pro
546,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",11-05-2018,11-11-2017,17,0,181,4344,260640,,Windows 11 Home
547,ASUS,Vivobook S 14 Flip,Ryzen 5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),Yes,"₹65,391",12-05-2018,13-11-2016,17,1,545,13080,784800,,#N/A
548,DELL,Latitude 3420,Core i3,Windows 10 Pro,256 GB,8 GB,35.56 cm (14 inch),Yes,"₹35,990",13-05-2018,11-11-2017,18,0,183,4392,263520,,#N/A
549,DELL,Vostro 3425,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,35.0 cm (13.78 inch),No,"₹38,198",14-05-2018,13-11-2016,18,1,547,13128,787680,,Windows 11 Home
550,DELL,Alienware x17 R2,Core i7,Windows 11 Home,1 TB,32 GB,43.94 cm (17.3 Inch),No,"₹2,37,890",15-05-2018,11-11-2017,18,0,185,4440,266400,,Windows 11 Home
551,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",16-05-2018,13-11-2016,18,1,549,13176,790560,,Windows 11 Home
552,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",17-05-2018,11-11-2017,18,0,187,4488,269280,,Windows 11 Home
553,MSI,Raider GE78 HX 13VI-087IN,Core i9,Windows 11 Home,4 TB,64 GB,43.94 cm (17.3 Inch),No,"₹3,70,890",18-05-2018,13-11-2016,18,1,551,13224,793440,,Windows 11 Home
554,HP,14s- dy2506TU,Core i3,Windows 11 Home,256 GB,8 GB,35.56 cm (14 inch),No,"₹36,690",19-05-2018,11-11-2017,18,0,189,4536,272160,,Windows 11 Home
555,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",20-05-2018,13-11-2016,18,1,553,13272,796320,,Windows 10 Home
556,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",21-05-2018,11-11-2017,18,0,191,4584,275040,,Windows 11 Home
557,Lenovo,Ideapad 3,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹59,390",22-05-2018,13-11-2016,18,1,555,13320,799200,,#N/A
558,Acer,Aspire 5,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,"₹45,991",23-05-2018,11-11-2017,18,0,193,4632,277920,,#N/A
559,DELL,XPS 13,Core i7,Windows 11 Home,512 GB,16 GB,34.04 cm (13.4 inch),Yes,"₹1,28,990",24-05-2018,13-11-2016,18,1,557,13368,802080,,Windows 11 Home
560,MSI,CreatorPro M16 A12UIS,Core i7,Windows 11 Home,2 TB,16 GB,40.64 cm (16 inch),No,"₹96,867",25-05-2018,11-11-2017,18,0,195,4680,280800,,Windows 11 Home
561,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",26-05-2018,13-11-2016,18,1,559,13416,804960,,Windows 11 Home
562,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",27-05-2018,11-11-2017,18,0,197,4728,283680,,Windows 11 Home
563,HP,x360-bf0063TU,Core i7,Windows 11 Home,1 TB,16 GB,33.78 cm (13.3 Inch),Yes,"₹1,16,390",28-05-2018,13-11-2016,18,1,561,13464,807840,,Windows 11 Home
564,ASUS,E510MA-EJ021WS,Celeron Dual Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹27,990",29-05-2018,11-11-2017,18,0,199,4776,286560,,Mac OS Monterey
565,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",30-05-2018,13-11-2016,18,1,563,13512,810720,,Windows 11 Home
566,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",31-05-2018,11-11-2017,18,0,201,4824,289440,,#N/A
567,Apple,MK1A3HN/A,M1 Max,Mac OS Monterey,1 TB,32 GB,41.15 cm (16.2 inch),No,"₹3,09,490",01-06-2018,13-11-2016,18,1,565,13560,813600,,#N/A
568,ASUS,K3405VCB-KM541WS,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹64,990",02-06-2018,11-11-2017,18,0,203,4872,292320,,#N/A
569,GIGABYTE,AORUS 15 BKF,Core i7,Windows 11 Pro,1 TB,16 GB,39.62 cm (15.6 Inch),No,"₹1,48,990",03-06-2018,13-11-2016,18,1,567,13608,816480,,#N/A
570,HP,15-fa0188TX,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"₹81,990",04-06-2018,11-11-2017,18,0,205,4920,295200,,Windows 11 Home
571,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",05-06-2018,13-11-2016,18,1,569,13656,819360,,Windows 11 Home
572,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",06-06-2018,11-11-2017,18,0,207,4968,298080,,Windows 11 Home
573,ASUS,Vivobook 17,Core i5,Windows 11 Home,512 GB,16 GB,43.94 cm (17.3 inch),No,"₹58,800",07-06-2018,13-11-2016,18,1,571,13704,822240,,Windows 11 Home
574,HP,16-d0333TX,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,"₹62,990",08-06-2018,11-11-2017,18,0,209,5016,300960,,macOS Ventura
575,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",09-06-2018,13-11-2016,18,1,573,13752,825120,,Windows 11 Home
576,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",10-06-2018,11-11-2017,18,0,211,5064,303840,,#N/A
577,Apple,MPHG3HN/A,M2 Max,macOS Ventura,1 TB,32 GB,35.56 cm (14 Inch),No,"₹2,90,990",11-06-2018,13-11-2016,18,1,575,13800,828000,,#N/A
578,DELL,Vostro 3420,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,"₹49,999",12-06-2018,11-11-2017,18,0,213,5112,306720,,#N/A
579,DELL,Vostro,Core i5,Windows 10,512 GB,8 GB,35.56 cm (14 inch),No,"₹59,590",13-06-2018,13-11-2016,19,1,577,13848,830880,,#N/A
580,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",14-06-2018,11-11-2017,19,0,215,5160,309600,,#N/A
581,Lenovo,ThinkBook 15 Gen 2,Core i5,Windows 10 Home,1 TB,16 GB,38.1 cm (15 inch),No,"₹58,890",15-06-2018,13-11-2016,19,1,579,13896,833760,,#N/A
582,Lenovo,16ACH6H,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,40.64 cm (16 inch),No,"₹1,04,990",16-06-2018,11-11-2017,19,0,217,5208,312480,,Windows 11 Home
583,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",17-06-2018,13-11-2016,19,1,581,13944,836640,,Windows 11 Home
584,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",18-06-2018,11-11-2017,19,0,219,5256,315360,,Windows 11 Home
585,HP,VICTUS 15-fb1002AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹50,990",19-06-2018,13-11-2016,19,1,583,13992,839520,,Windows 11 Home
586,ASUS,Vivobook,Ryzen 5 Quad Core,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 inch),No,"₹52,990",20-06-2018,11-11-2017,19,0,221,5304,318240,,Windows 11 Home
587,ASUS,"Vivobook 16X	K3605VU",Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),Yes,"₹90,990",21-06-2018,13-11-2016,19,1,585,14040,842400,,Windows 11 Home
588,Lenovo,14IAU7,Core i3,Windows 11 Home,512 GB,8 GB,90.32 cm (35.56 cm),No,"₹35,880",22-06-2018,11-11-2017,19,0,223,5352,321120,,Windows 11 Home
589,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",23-06-2018,13-11-2016,19,1,587,14088,845280,,Windows 11 Home
590,HP,15-fa0188TX,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"₹81,990",24-06-2018,11-11-2017,19,0,225,5400,324000,,Windows 11 Home
591,Acer,EX215-54,Core i3,Windows 11 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,"₹29,500",25-06-2018,13-11-2016,19,1,589,14136,848160,,Windows 11 Home
592,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",26-06-2018,11-11-2017,19,0,227,5448,326880,,Windows 11 Home
593,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",27-06-2018,13-11-2016,19,1,591,14184,851040,,DOS
594,DELL,Vostro 3425,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹49,500",28-06-2018,11-11-2017,19,0,229,5496,329760,,Windows 11 Home
595,ASUS,K3405VFB-KM541WS,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹82,990",29-06-2018,13-11-2016,19,1,593,14232,853920,,#N/A
596,HP,245 G,Ryzen 3 Dual Core,DOS,512 GB,8 GB,35.56 cm (14 inch),No,"₹23,990",30-06-2018,11-11-2017,19,0,231,5544,332640,,#N/A
597,HP,15-fd0012TU,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹66,247",01-07-2018,13-11-2016,19,1,595,14280,856800,,Windows 11 Home
598,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",02-07-2018,11-11-2017,19,0,233,5592,335520,,Windows 11 Home
599,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",03-07-2018,13-11-2016,19,1,597,14328,859680,,Windows 11 Home
600,DELL,Vostro 5620,Core i5,Windows 11 Home,512 GB,8 GB,40.64 cm (16 Inch),No,"₹63,990",04-07-2018,11-11-2017,19,0,235,5640,338400,,Windows 11 Home
601,MSI,Bravo 15 B7ED-011IN,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹74,990",05-07-2018,13-11-2016,19,1,599,14376,862560,,Windows 11 Pro
602,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",06-07-2018,11-11-2017,19,0,237,5688,341280,,Windows 11 Home
603,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",07-07-2018,13-11-2016,19,1,601,14424,865440,,#N/A
604,Lenovo,TB15 G4 IAP,Core i5,Windows 11 Pro,2 TB,16 GB,39.62 cm (15.6 Inch),No,"₹59,990",08-07-2018,11-11-2017,19,0,239,5736,344160,,#N/A
605,MICROSOFT,QEZ-00048,Core i5,Windows 11 Home,256 GB,8 GB,33.02 cm (13 inch),Yes,"₹1,13,990",09-07-2018,13-11-2016,19,1,603,14472,868320,,Windows 11 Home
606,DELL,Vostro 3525,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹39,990",10-07-2018,11-11-2017,19,0,241,5784,347040,,Windows 11 Home
607,ASUS,K3605ZC-MBN752WS,Core i7,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,"₹87,990",11-07-2018,13-11-2016,19,1,605,14520,871200,,Windows 11 Home
608,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",12-07-2018,11-11-2017,19,0,243,5832,349920,,Windows 10 Home
609,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",13-07-2018,13-11-2016,20,1,607,14568,874080,,Windows 11 Home
610,Lenovo,15IRH8,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹1,00,190",14-07-2018,11-11-2017,20,0,245,5880,352800,,#N/A
611,Acer,Aspire 3,Core i3,Windows 10 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,"₹31,990",15-07-2018,13-11-2016,20,1,609,14616,876960,,#N/A
612,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",16-07-2018,11-11-2017,20,0,247,5928,355680,,Windows 10 Home
613,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",17-07-2018,13-11-2016,20,1,611,14664,879840,,#N/A
614,Lenovo,V14,Core i5,Windows 10,256 GB,8 GB,35.56 cm (14 inch),Yes,"₹41,000",18-07-2018,11-11-2017,20,0,249,5976,358560,,#N/A
615,Acer,Aspire 3,Core i3,Windows 10 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,"₹31,990",19-07-2018,13-11-2016,20,1,613,14712,882720,,Windows 11 Home
616,HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹48,400",20-07-2018,11-11-2017,20,0,251,6024,361440,,#N/A
617,DELL,Latitude 14,Core i7,Windows 11 Pro,512 GB,16 GB,35.56 cm (14 inch),No,"₹99,990",21-07-2018,13-11-2016,20,1,615,14760,885600,,#N/A
618,Lenovo,15IRH8,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹64,990",22-07-2018,11-11-2017,20,0,253,6072,364320,,Windows 11 Home
619,Lenovo,15IRH8,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹90,990",23-07-2018,13-11-2016,20,1,617,14808,888480,,Windows 11 Home
620,HP,15s- eq2212AU,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,750",24-07-2018,11-11-2017,20,0,255,6120,367200,,Windows 11 Home
621,ASUS,FA577NU-LP082W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹94,990",25-07-2018,13-11-2016,20,1,619,14856,891360,,Windows 11 Home
622,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",26-07-2018,11-11-2017,20,0,257,6168,370080,,Windows 11 Home
623,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",27-07-2018,13-11-2016,20,1,621,14904,894240,,Windows 11 Home
624,ASUS,Pro 15 OLED,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹74,990",28-07-2018,11-11-2017,20,0,259,6216,372960,,Windows 11 Home
625,DELL,G15,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹1,09,990",29-07-2018,13-11-2016,20,1,623,14952,897120,,Windows 11 Home
626,Lenovo,ideapad 3,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹48,990",30-07-2018,11-11-2017,20,0,261,6264,375840,,Windows 11 Home
627,ASUS,X415KA-EK111WS,Pentium Silver,Windows 11 Home,256 GB,4 GB,35.56 cm (14 Inch),No,"₹26,890",31-07-2018,13-11-2016,20,1,625,15000,900000,,Windows 11 Home
628,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",01-08-2018,11-11-2017,20,0,263,6312,378720,,Windows 10 Home
629,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",02-08-2018,13-11-2016,20,1,627,15048,902880,,Windows 11 Home
630,HP,14s-dq2606tu,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹44,300",03-08-2018,11-11-2017,20,0,265,6360,381600,,#N/A
631,HP,Omen,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹56,999",04-08-2018,13-11-2016,20,1,629,15096,905760,,#N/A
632,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",05-08-2018,11-11-2017,20,0,267,6408,384480,,Windows 10
633,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",06-08-2018,13-11-2016,20,1,631,15144,908640,,Windows 11 Home
634,DELL,Vostro 3400,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹48,583",07-08-2018,11-11-2017,20,0,269,6456,387360,,#N/A
635,Lenovo,ThinkPad T14,Core i7,Windows 10,512 GB,16 GB,30.48 cm (12 inch),Yes,"₹1,10,790",08-08-2018,13-11-2016,20,1,633,15192,911520,,#N/A
636,MSI,GF63 Thin 11UCX-1471IN,Core i5,Windows 11 Home,4 TB,8 GB,39.62 cm (15.6 Inch),No,"₹48,990",09-08-2018,11-11-2017,20,0,271,6504,390240,,Windows 11 Home
637,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",10-08-2018,13-11-2016,20,1,635,15240,914400,,Windows 11 Home
638,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",11-08-2018,11-11-2017,20,0,273,6552,393120,,Windows 11 Home
639,HP,15-fb0106AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,38.86 cm (15.3 Inch),No,"₹62,990",12-08-2018,13-11-2016,20,1,637,15288,917280,,Windows 11 Home
640,Acer,A515-56G,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹46,990",13-08-2018,11-11-2017,21,0,275,6600,396000,,Windows 11 Home
641,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",14-08-2018,13-11-2016,21,1,639,15336,920160,,Windows 11 Home
642,ASUS,Zenbook 14 Flip OLED,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),Yes,"₹1,37,890",15-08-2018,11-11-2017,21,0,277,6648,398880,,Windows 11 Home
643,DELL,Inspiron 3511,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹50,900",16-08-2018,13-11-2016,21,1,641,15384,923040,,Windows 11 Home
644,ASUS,K513EA-L302WS,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 inch),No,"₹39,500",17-08-2018,11-11-2017,21,0,279,6696,401760,,Windows 11 Home
645,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",18-08-2018,13-11-2016,21,1,643,15432,925920,,Windows 11 Home
646,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",19-08-2018,11-11-2017,21,0,281,6744,404640,,Windows 11 Home
647,Lenovo,15IHU6,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹52,990",20-08-2018,13-11-2016,21,1,645,15480,928800,,Windows 11 Home
648,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",21-08-2018,11-11-2017,21,0,283,6792,407520,,Windows 11 Home
649,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",22-08-2018,13-11-2016,21,1,647,15528,931680,,Windows 11 Home
650,ASUS,GX650RXZ-LS228WS,Ryzen 9 Octa Core,Windows 11 Home,2 TB,32 GB,40.64 cm (16 Inch),No,"₹3,61,990",23-08-2018,11-11-2017,21,0,285,6840,410400,,Windows 10 Pro
651,Lenovo,15IRH8,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹64,990",24-08-2018,13-11-2016,21,1,649,15576,934560,,Windows 11 Home
652,HP,15-fd0011TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹60,490",25-08-2018,11-11-2017,21,0,287,6888,413280,,#N/A
653,HP,Intel,Core i5,Windows 10 Pro,512 GB,8 GB,33.78 cm (13.3 inch),Yes,"₹74,419",26-08-2018,13-11-2016,21,1,651,15624,937440,,#N/A
654,HP,Victus 16,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 inch),Yes,"₹64,500",27-08-2018,11-11-2017,21,0,289,6936,416160,,Windows 11 Home
655,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",28-08-2018,13-11-2016,21,1,653,15672,940320,,Windows 11 Home
656,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",29-08-2018,11-11-2017,21,0,291,6984,419040,,Windows 10 Home
657,HP,15s- eq2212AU,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,750",30-08-2018,13-11-2016,21,1,655,15720,943200,,Windows 11 Home
658,ASUS,Vivobook S15 OLED,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹74,000",31-08-2018,11-11-2017,21,0,293,7032,421920,,#N/A
659,ASUS,TUF Gaming F15,Core i5,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹54,990",01-09-2018,13-11-2016,21,1,657,15768,946080,,#N/A
660,DELL,Inspiron 3511,Core i3,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,"₹46,890",02-09-2018,11-11-2017,21,0,295,7080,424800,,Windows 10 Home
661,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",03-09-2018,13-11-2016,21,1,659,15816,948960,,#N/A
662,Acer,Aspire 3,Core i3,Windows 10 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,"₹31,990",04-09-2018,11-11-2017,21,0,297,7128,427680,,Windows 11 Home
663,HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹48,400",05-09-2018,13-11-2016,21,1,661,15864,951840,,#N/A
664,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",06-09-2018,11-11-2017,21,0,299,7176,430560,,Windows 10
665,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",07-09-2018,13-11-2016,21,1,663,15912,954720,,#N/A
666,DELL,Latitude 14,Core i7,Windows 11 Pro,512 GB,16 GB,35.56 cm (14 inch),No,"₹99,990",08-09-2018,11-11-2017,21,0,301,7224,433440,,#N/A
667,Lenovo,V14,Core i5,Windows 10,256 GB,8 GB,35.56 cm (14 inch),Yes,"₹41,000",09-09-2018,13-11-2016,21,1,665,15960,957600,,#N/A
668,ASUS,X415KA-EK111WS,Pentium Silver,Windows 11 Home,256 GB,4 GB,35.56 cm (14 Inch),No,"₹26,890",10-09-2018,11-11-2017,21,0,303,7272,436320,,Windows 11 Home
669,ASUS,Pro 15 OLED,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹74,990",11-09-2018,13-11-2016,21,1,667,16008,960480,,Windows 11 Home
670,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",12-09-2018,11-11-2017,21,0,305,7320,439200,,Windows 11 Home
671,DELL,G15,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹1,09,990",13-09-2018,13-11-2016,22,1,669,16056,963360,,Windows 11 Home
672,Lenovo,ideapad 3,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹48,990",14-09-2018,11-11-2017,22,0,307,7368,442080,,Windows 11 Home
673,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",15-09-2018,13-11-2016,22,1,671,16104,966240,,Windows 11 Home
674,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",16-09-2018,11-11-2017,22,0,309,7416,444960,,Windows 11 Home
675,ASUS,FA577NU-LP082W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹94,990",17-09-2018,13-11-2016,22,1,673,16152,969120,,Windows 11 Home
676,HP,14s-dq2606tu,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹44,300",18-09-2018,11-11-2017,22,0,311,7464,447840,,Windows 11 Home
677,MSI,Modern 14 C13M-438IN,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹41,990",19-09-2018,13-11-2016,22,1,675,16200,972000,,Windows 11 Home
678,HP,15-fa0354TX,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹91,731",20-09-2018,11-11-2017,22,0,313,7512,450720,,Windows 11 Home
